business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Dr. Himanshu Sekhar Sahu, Treated 15K+ Patients | Best General Physician in Keonjhar | Fever & Diabetes Doctor",Doctors,General practitioner,"General practitioner, Allergist, Diabetologist, Doctor, Hospital",758013,Odisha Circle,Sambalpur Region,Keonjhar Division,"Raisuan S.O, Bauripada B.O, Birakishorepur B.O",+91 80 4696 1837,https://www.apollo247.com/doctors/dr-Himanshu-Sahu-6f46ef4a-c8ca-4b91-96f8-e244ebb8c4b2,,,"Mahabir Medical Store, Keonjhar, Bhaliadihi, Odisha 758013",758013,21.647399999999998,85.5672,ChIJu8YXicUDHzoRAdXPOs4QgKo,https://www.google.com/maps/place/?q=place_id:ChIJu8YXicUDHzoRAdXPOs4QgKo,part_345,2026-09-20 20:44:39
