business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
𝗔𝗸𝘀𝗵𝗶𝘁 𝗘𝗻𝘁𝗲𝗿𝗽𝗿𝗶𝘀𝗲𝘀 - Home Deep Cleaning| Sofa Dry| Washroom Cleaning| Best Products in Dehradun,Housekeeping Services,Cleaning Services,"Cleaning Services, Carpet cleaning service, Cleaning products supplier, House cleaning service",757107,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Laxmiposi S.O, Bankisole B.O, Bhudrubani B.O",+91 70115 17045,https://akshitenterprises.co.in/,4.8,343,"B-2 Vyomprast, GMS Rd, near Casper School, Vyomprasth, Kanwali, Dehradun, Uttarakhand 248001","Vyomprasth, Kanwali",30.3162143,78.00629359999999,ChIJC_WfSY4rCTkRIJEx8rtMnJo,https://www.google.com/maps/place/?q=place_id:ChIJC_WfSY4rCTkRIJEx8rtMnJo,part_345,2026-09-20 20:42:57
