business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ANU car wash || ANU cars vijayawada || ANU cars || bike wash || ANU car detailing || water servicing point || us car wash,Car Wash and Auto Detailing,Car wash,"Car wash, Bike wash, Chauffeur service, Cleaning Services, Pressure washing service, Self service car wash",756128,Odisha Circle,Bhubaneswar HQ Region,Bhadrak Division,"Gujidarada S.O, Aharapada B.O, Keshpur B.O",+91 91274 30043,http://www.anucarwash.co.in/,4.8,446,"Seetannapeta gate, 23-11/1-21,B.R.T.S road, G.S.Raju Rd, opp. to Palagani prabhakar statue, beside vijayawada self drive cars, Vijayawada, Andhra Pradesh 520003",Gandhi Nagar,16.5205506,80.6294783,ChIJrTy7cD_vNToRWlmr1tMFbK8,https://www.google.com/maps/place/?q=place_id:ChIJrTy7cD_vNToRWlmr1tMFbK8,part_343,2026-09-20 20:48:27
