business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Digital Guruji Solutions - Digital Marketing Agency India | SEO | Automation | CRM | Software Dev | HRMS | Integrations,Digital Marketing Agencies,Marketing agency,Marketing agency,755028,Odisha Circle,Bhubaneswar HQ Region,Cuttack North Division,"Kalaringatta S.O, Chingudipal B.O, Kaliapani B.O",+91 82992 64640,https://digitalguruji.co.in/,,,"130/289, Ajeet Ganj Rd, Ajit Ganj, Baggai, Transport Nagar, Kidwai Nagar, Kanpur, Uttar Pradesh 208023","Ajit Ganj, Baggai, Transport Nagar, Kidwai Nagar",26.4342869,80.3421947,ChIJTVkQvC1HnDkRMQ774mtKBrM,https://www.google.com/maps/place/?q=place_id:ChIJTVkQvC1HnDkRMQ774mtKBrM,part_342,2026-09-20 20:29:00
