business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Triveni Royale | ତ୍ରିବେଣୀ ରୟାଲେ,Multi-location Retail Chains,Shopping mall,Shopping mall,755019,Odisha Circle,Bhubaneswar HQ Region,Cuttack North Division,"Jajpur Road RS S.O, Andhari B.O, Aswasthapal B.O",N/A,N/A,3.8,21,"W4XJ+VRQ, Bank St, Byasanagar, Odisha 755019",755019,20.949707099999998,86.132099,ChIJc-1NnIFRGToRNgEsn790aQQ,https://www.google.com/maps/place/?q=place_id:ChIJc-1NnIFRGToRNgEsn790aQQ,part_342,2026-09-20 20:22:59
