business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
HMG Stones Experience centre - Marble | Granite | Travertine | Onyx | Quartzite | Limestone | Sandstone | Shellstone,Granite Dealer,Granite supplier,"Granite supplier, Flooring contractor, Flooring store, Marble supplier, Kitchen supply store, Marble contractor, Natural Stone Exporter, Natural stone supplier, Natural Stone Wholesaler, Tile store",755036,Odisha circle,Bhubaneswar HQ Region,Cuttack North Division,"Ardaulia B.O, Arjunpur Brahmachari Patna B.O, Gopabandhunagar B.O",+91 90660 01111,https://www.hmgstones.com/,4.6,,"1, Sankey Rd, Kumarapark West, Kumara Park West, Vasanth Nagar, Bengaluru, Karnataka 560020","Kumarapark West, Kumara Park West, Vasanth Nagar",12.9970463,77.5843694,ChIJwX1FhhAXrjsRG5ErjIl7ES0,https://www.google.com/maps/place/?q=place_id:ChIJwX1FhhAXrjsRG5ErjIl7ES0,part_342,2026-09-20 20:29:22
