business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"SCM Software Lab | AI Flutter Android & iOS Mobile App Development | SAP Consulting Company | Guntur, Andhra Pradesh, India",POS and Billing Software Vendor,Software company,"Software company, Computer support and services",756029,Odisha Circle,Bhubaneswar HQ Region,Balasore Division,"Basta S.O, Baharda Bazar B.O, Barunagadia B.O",+91 90524 31162,https://scmsoftwarelab.com/,4.8,16,"D.No. 31-15-1311, 2'nd Floor, 15 / 2, Arundelpet, Guntur, Andhra Pradesh 522002",Arundelpet,16.3072533,80.439104,ChIJSVVVVVh1SjoR3-YghyD3DYc,https://www.google.com/maps/place/?q=place_id:ChIJSVVVVVh1SjoR3-YghyD3DYc,part_342,2026-09-20 20:45:01
