business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
THE FASHION HIVE,Hosiery and Undergarments Wholesaler,Clothing wholesaler,Clothing wholesaler,755051,Odisha Circle,Bhubaneswar HQ Region,Cuttack North Division,"Rasulpur S.O, Adampur B.O, Derakundi B.O",+91 82496 17025,N/A,5,,"room no;44, raja rani enclave, Gosani Nuagam, Brahmapur, Odisha 760003",Gosani Nuagam,19.2966564,84.7926028,ChIJ_U13mCBbPToRdjhXbi0U3Fo,https://www.google.com/maps/place/?q=place_id:ChIJ_U13mCBbPToRdjhXbi0U3Fo,part_342,2026-09-20 20:32:56
