business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"RetailWhizz Solutions Private Limited | ERP, POS, Billing Software for Supermarkets, Grocery, FMCG, Apparel & more!",POS and Billing Software Vendor,Software company,Software company,757021,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Deuli S.O, Anlakuda B.O, Chaksuliapada B.O",+91 22 4040 9666,http://www.retailwhizz.com/,4.2,,"105, Marwah Complex, Krishanlal Marwah Marg Sakinaka, Andheri East, Mumbai, Maharashtra 400072","Marol, Andheri East",19.1116727,72.8860486,ChIJT80fus225zsRoSt_YakeQYY,https://www.google.com/maps/place/?q=place_id:ChIJT80fus225zsRoSt_YakeQYY,part_344,2026-09-20 20:37:14
