business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
NEET | IIT-JEEMAINS Best Coaching Center in Vizag - BANSALCLASSES,NEET and JEE Coaching Center,Coaching Center,"Coaching Center, Service establishment",756181,Odisha Circle,Bhubaneswar HQ Region,Bhadrak Division,"Madhabnagar S.O, Bhadrak Bypass B.O, Garadapur B.O",N/A,https://bansalclassesvizag.com/,4.9,33,"NEET | IIT-JEEMAINS Best Coaching Center in Vizag - BANSALCLASSES, 756181, India",756181,17.7288811,83.2867459,ChIJuYoT3sT6q20RJZOyKrmgSkA,https://www.google.com/maps/place/?q=place_id:ChIJuYoT3sT6q20RJZOyKrmgSkA,part_344,2026-09-20 20:29:08
