business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"JBS Guarding & Facilities Pvt. Ltd. | Security Guard Agency Bhubaneswar, Odisha",Security Guard Agency,Security guard service,"Security guard service, Security service",761026,Odisha Circle,Berhampur Region,Berhampur Division,"Ganjam S.O, Agastinuagam B.O, Badamadhapur B.O",+91 98530 34611,https://jbsgrup.com/,5,,"Plot no-93, Sisupalgarh, 2157, Gangotri Nagar, Bhubaneswar, Odisha 751002",Gangotri Nagar,20.2137037,85.8540661,ChIJcSG2gDahGToRqSPTC2faWq4,https://www.google.com/maps/place/?q=place_id:ChIJcSG2gDahGToRqSPTC2faWq4,part_348,2026-09-20 20:32:40
