business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
FASHIONS MULTIPLYY || Branded garments wholesalers in Bangalore,Readymade Garments Shop,Clothing wholesaler,"Clothing wholesaler, Clothing store, Manufacturer, Wholesaler",761109,Odisha Circle,Berhampur Region,Aska Division,"Badagada S.O, Balarampur B.O, Borada B.O",+91 96327 83809,http://fashionsmultiplyy.com/,4.1,70,"No 54, SVP Arcade 3 rd, Lal Bagh Main Rd, next to passport office, floor, Sudhama Nagar, Bengaluru, Karnataka 560027","floor, Sudhama Nagar",12.957799099999999,77.58643599999999,ChIJWd40eUQUrjsR7Rf1IYaPrf0,https://www.google.com/maps/place/?q=place_id:ChIJWd40eUQUrjsR7Rf1IYaPrf0,part_348,2026-09-20 20:48:40
