business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
DCA (BEST Classes for CPA | CFA | ACCA | US CMA |BBA| MBA | CA | CMA,Commerce and CA Coaching,Educational institution,"Educational institution, Career guidance service, Coaching Center, Private educational institution, Student career counseling office, Studying center",761028,Odisha Circle,Berhampur Region,Berhampur Division,"Rambha S.O, Biruligada B.O, Dimiria B.O",+91 97828 81177,https://m.facebook.com/Dca.commerce/,4.8,179,"122/197, Vijay Path, near Turtles School, Sector 12, Mansarovar, Jaipur, Rajasthan 302020","Sector 12, Mansarovar",26.845036399999998,75.7681947,ChIJEfwHhaK1bTkRg6HXYN-y6X0,https://www.google.com/maps/place/?q=place_id:ChIJEfwHhaK1bTkRg6HXYN-y6X0,part_348,2026-09-20 20:33:56
