business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Odiagrihasthali Properties,Commercial Real Estate Brokerages,Real estate developer,Real estate developer,760002,Odisha Circle,Berhampur Region,Berhampur Division,"Berhampur City S.O, Banthapalli B.O, Bendalia B.O",N/A,https://www.ogpproperties.com/,,,"Khatta No: 1102, Odiagrihasthali properties (P) Ltd, Plot; 63, Khaspa St, Nabeen Post, Triveni Nagar, Brahmapur, Odisha 760009","Nabeen Post, Triveni Nagar",19.314460399999998,84.77642209999999,ChIJq7EFwI1RPToRJzlVDvXw0Wk,https://www.google.com/maps/place/?q=place_id:ChIJq7EFwI1RPToRJzlVDvXw0Wk,part_347,2026-09-20 20:40:34
