business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Dream Byte Solutions ||Best Digital Marketing Agency in Dehradun||Digital Marketing Company in Dehradun, Uttarakhand.",Social Media Marketing Agencies,Marketing agency,"Marketing agency, Branding agency, E-commerce service, Graphic designer, Internet marketing service, Market researcher, Marketing consultant, Photography studio, Public relations firm, Website designer",759145,Odisha Circle,Sambalpur Region,Dhenkanal Division,"Nalconagar S.O, Kandasar B.O, Kulad B.O",+91 82797 20490,https://dreambytesolution.com/,4.8,80,"3rd Floor, Sahastradhara Rd, above Bank of India, near IT Park, Doon IT Park, Govind Vihar, Dehradun, Danda Dhoran, Uttarakhand 248001","Doon IT Park, Govind Vihar",30.3579612,78.0876353,ChIJ_dtIZdXXCDkRcjtmmygqmOE,https://www.google.com/maps/place/?q=place_id:ChIJ_dtIZdXXCDkRcjtmmygqmOE,part_347,2026-09-20 20:36:49
