business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Elango Borewells || Borewell Drilling Service in kalyan nagar, Bangalore",Borewell Drilling Contractor,Well drilling contractor,Well drilling contractor,759141,Odisha Circle,Sambalpur Region,Dhenkanal Division,"Bagedia S.O, Barasahi B.O, Basantapur B.O",+91 97312 74019,https://elangoborewells.com/,5,28,"Babusapalya Main Rd, near ST. VINCENT PALLOTTI SCHOOL, Prakruthi Twp, Divya Unnathi Layout, Horamavu Agara, Hennur Gardens, Bengaluru, Karnataka 560113","Prakruthi Township, Divya Unnathi Layout, Horamavu Agara, Hennur Gardens",13.0334538,77.6489986,ChIJMUCGC9sXrjsRw3vRzMFf3O4,https://www.google.com/maps/place/?q=place_id:ChIJMUCGC9sXrjsRw3vRzMFf3O4,part_347,2026-09-20 20:35:21
