business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ODISHA DIGITAL ACADEMY | MAHA SANJOG PRIVATE LIMITED,Growth Marketing,Education center,Education center,760005,Odisha Circle,Berhampur Region,Berhampur Division,Hillpatna S.O,+91 90909 28828,N/A,,,"8Q4X+283, Giri Rd, Ram Nagar, Brahmapur, Odisha 760005",Ram Nagar,19.3050136,84.79829819999999,ChIJk41W8nVQPToRRkmflCW-7Gg,https://www.google.com/maps/place/?q=place_id:ChIJk41W8nVQPToRRkmflCW-7Gg,part_347,2026-09-20 20:42:26
